Agency,Agency Address,Facility Name,Facility Address,Latitude,Longitude,Place/Project Type,SIC/NAICS,County,Region,Program,Regulatory Measure Status,Regulatory Measure Type,Order No.,WDID,NPDES No.,Adoption Date,Effective Date,Termination Date,Expiration/Review Date,Design Flow,Major/Minor,Complexity,TTWQ,CAF Population,CAF Subtype,AEU,# Enforcement Actions within 5 years,# Violations within 5 years,Unnamed: 29
Mt View Sanitary District,"3800 Arthur Road, Martinez, CA 94553",Mt. View Sanitary District WWTP,"End of Arthur Road, Martinez, CA 94553",38.01907,-122.09828,Wastewater Treatment Facility,4952,Contra Costa,2,NPDMUNILRG,Active,NPDES Permit,R2-2021-0026,2 071029001,CA0037770,12/15/2021,02/01/2022,,2027-01-31,3.2,Major,A,2.0,,,,1.0,4.0,
Pinole City,"2131 Pear Street, Pinole, CA 94564",City of Pinole WWTP,"11 Tennent Avenue, Pinole, CA 94564",38.01292,-122.29663,Wastewater Treatment Facility,4952,Contra Costa,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0008,2 071032001,CA0037796,06/14/2023,08/01/2023,,2028-07-31,4.06,Major,A,3.0,,,,0.0,0.0,
Crockett Community Services District,"Po Box 578, Crockett, CA 94525",Port Costa WWTP,"Canyon Lake Drive, Port Costa, CA 94569",38.04834,-122.18397,Wastewater Treatment Facility,4952,Contra Costa,2,"NPDINDSML, NPDMUNIOTH",Active,NPDES Permit,R2-2024-0009,2 071034001,CA0037885,06/12/2024,08/01/2024,,2029-07-31,0.3,Minor,B,3.0,,,,0.0,10.0,
Richmond City,"450 Civiv Center Plaza, Richmond, CA 94804",Richmond WPCP,"601 Canal, Richmond, CA 94804",37.920896,-122.378081,Wastewater Treatment Facility,4952,Contra Costa,2,"NPDESWW, NPDMUNILRG",Active,Co-Permitee,R2-2024-0008,2 071037001,,06/12/2024,08/01/2024,,,,Major,,,,,,0.0,0.0,
Rodeo Sanitary District,"800 San Pablo Avenue, Rodeo, CA 94572-1232",Rodeo Sanitary District WWTP,"800 San Pablo Avenue, Rodeo, CA 94572",38.040037,-122.26351,Wastewater Treatment Facility,4952,Contra Costa,2,NPDMUNILRG,Active,NPDES Permit,R2-2022-0037,2 071039001,CA0037826,12/14/2022,02/01/2023,,2028-01-31,1.14,Major,A,3.0,,,,1.0,4.0,
West County Wastewater District,"2377 Garden Tract Road, Richmond, CA 94806",West County WW District WPCP,"2377 Garden Tract, Richmond, CA 94801",37.96647,-122.37629,Wastewater Treatment Facility,4952,Contra Costa,2,"NPDESWW, NPDMUNILRG",Active,Co-Permitee,R2-2024-0008,2 071040001,,06/12/2024,08/01/2024,,,,Major,,,,,,0.0,0.0,
Martinez Refining Company LLC,"3485 Pacheco Blvd, Martinez, CA 94553",Martinez Refining Company WWTP,"3485 Pacheco Boulevard, Martinez, CA 94553",38.01324,-122.10662,Wastewater Treatment Facility,2911(+),Contra Costa,2,"NPDESWW, NPDINDLRG, NPDMUNILRG",Active,NPDES Permit,R2-2022-0034,2 071042001,CA0005789,11/09/2022,01/01/2023,,2027-12-31,10.0,Major,A,1.0,,,,2.0,47.0,
USS-Posco Industries,"900 Loveridge Road, Pittsburg, CA 94565",USS-UPI LLC - NPDES/SUB15,"900 Loverdige Road, Pittsburg, CA 94565",38.03,-121.858889,Wastewater Treatment Facility,3312(+),Contra Costa,2,"LFNONOPER, LNDISP, NPDESWW, NPDINDLRG",Active,NPDES Permit,R2-2016-0043,2 071059001,CA0005002,11/09/2016,01/01/2017,,2021-12-31,28.0,Major,A,1.0,,,,0.0,2.0,
West County Agency,"2910 Hilltop Drive, Richmond, CA 94806-1974",West County Agency Outfall,"601 Canal, Richmond, CA 94804",37.920896,-122.378081,Wastewater Treatment Facility,4952,Contra Costa,2,"NPDESWW, NPDMUNILRG",Active,NPDES Permit,R2-2024-0008,2 071107001,CA0038539,06/12/2024,08/01/2024,,2029-07-31,28.5,Major,A,1.0,,,,2.0,158.0,
East Brother Light Station Inc,"117 Park Place, Richmond, CA 94801",East Brother Light StationWWTP,"East Brother Island, Richmond, CA 94805",37.96327,-122.43336,Wastewater Treatment Facility,4952,Contra Costa,2,"NPDMUNIOTH, WDRMUNIOTH",Active,WDR,R2-2010-0113,2 071227001,,11/10/2010,11/10/2010,,2015-11-09,0.00025,Minor,C,3.0,,,,0.0,0.0,
Ca Dept of Parks & Rec Marin District,"Po Box 1016, Novato, CA 94948",Angel Island State Pk - WWTP,"Angel Island, Belvedere Tiburon, CA 94920",37.86842,-122.43484,Wastewater Treatment Facility,4952,Marin,2,"NPDMUNIOTH, WDRMUNIOTH",Active,WDR,R2-2004-0043,2 215002001,,06/16/2004,07/01/2004,,2014-07-01,0.025,Minor,B,2.0,,,,0.0,0.0,
Las Gallinas Valley Sanitary District,"300 Smith Ranch Road, San Rafael, CA 94903",Las Gallinas WWTP,"300 Smith Ranch Road, San Rafael, CA 94903",38.0256618,-122.5189548,Wastewater Treatment Facility,4952,Marin,2,NPDMUNILRG,Active,NPDES Permit,R2-2020-0022,2 215012001,CA0037851,07/08/2020,09/01/2020,,2025-08-31,2.92,Major,A,1.0,,,,1.0,27.0,
Sewerage Agency of Southern Marin,"26 Corte Madera Avenue, Mill Valley, CA 94941",Sewerage Agency of Southern Marin (SASM) WWTP,"450 Sycamore Avenue, Mill Valley, CA 94941",37.895968,-122.52738,Wastewater Treatment Facility,4952,Marin,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0021,2 215015001,CA0037711,11/08/2023,01/01/2024,,2028-12-31,3.6,Major,A,2.0,,,,2.0,22.0,
Marin Cnty Sanitary District 5,"Po Box 227, Tiburon, CA 94920",Marin CSD 5 - Tiburon WWTP,"Mar West St & Paradise Drive, Tiburon, CA 94920",37.87264,-122.45084,Wastewater Treatment Facility,4952,Marin,2,"NPDINDSML, NPDMUNILRG, NPDMUNIOTH",Active,NPDES Permit,R2-2023-0018,2 215021001,CA0037753,10/11/2023,12/01/2023,,2028-11-30,0.98,"Major, Minor",A,2.0,,,,0.0,0.0,
Marin Cnty Sanitary District 5,"Po Box 227, Tiburon, CA 94920",Marin CSD 5 Paradise Cove WWTP,"3700 Paradise Drive, Tiburon, CA 94920",37.89707,-122.46239,Wastewater Treatment Facility,4952,Marin,2,"NPDINDSML, NPDMUNIOTH",Active,NPDES Permit,R2-2021-0017,2 215021002,CA0037427,09/08/2021,12/01/2021,,2026-11-30,0.04,Minor,B,3.0,,,,0.0,1.0,
Novato Sanitary District,"500 Davidson Street, Novato, CA 94945",Novato and Ignacio WWTP,"500 Davidson Street, Novato, CA 94945",38.10034,-122.55298,Wastewater Treatment Facility,4952,Marin,2,NPDMUNILRG,Active,NPDES Permit,R2-2020-0019,2 215022001,CA0037958,06/10/2020,09/01/2020,,2025-08-31,7.0,Major,A,2.0,,,,0.0,0.0,
Sausalito-Marin City San District,"Po Box 39, Sausalito, CA 94965",Sausalito Marin City STP,"1 East Road, Sausalito, CA 94965",37.84354,-122.4771,Wastewater Treatment Facility,4952,Marin,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0022,2 215023001,CA0038067,11/08/2023,01/01/2024,,2028-12-31,1.8,Major,A,2.0,,,,0.0,5.0,
Central Marin Sanitation Agency,"1301 Andersen Dr, San Rafael, CA 94901-5339",Central Marin San. Agcy. WWTP,"1301 Anderson Drive, San Rafael, CA 94901",37.948581,-122.497326,Wastewater Treatment Facility,4952,Marin,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0006,2 215116001,CA0038628,05/10/2023,07/01/2023,,2028-06-30,10.0,Major,A,2.0,,,,0.0,7.0,
Calistoga City Public Works Dept.,"414 Washington Street, Calistoga, CA 94515",Calistoga City Dunaweal WWTP,"1100 Dunaweal Lane, Calistoga, CA 94515",38.578692,-122.579288,Wastewater Treatment Facility,4952,Napa,2,"NPDMUNIOTH, REC",Active,NPDES Permit,R2-2022-0010,2 283003001,CA0037966,03/09/2022,05/01/2022,,2027-04-30,0.84,Minor,B,2.0,,,,0.0,8.0,
Napa Sanitation District,"Po Box 2480, Napa, CA 94558",Napa Sanitation District WWTP (Soscol Water Recycling Facility),"1515 Soscol Ferry Road, Napa, CA 94558",38.23651,-122.28434,Wastewater Treatment Facility,4952,Napa,2,"NPDMUNILRG, REC",Active,NPDES Permit,R2-2022-0003,2 283009001,CA0037575,02/09/2022,04/01/2022,,2027-03-31,15.4,Major,A,1.0,,,,1.0,1.0,
St. Helena City,"1480 Main Street, St. Helena, CA 94574",St. Helena City WWTP,"1 Chaix Lane, St Helena, CA 94574",38.49915,-122.44735,Wastewater Treatment Facility,4952,Napa,2,"NPDMUNIOTH, REC",Active,NPDES Permit,R2-2021-0004,2 283014001,CA0038016,04/14/2021,06/01/2021,,2026-05-30,0.5,Minor,B,2.0,,,,2.0,187.0,
"Yountville, Town of","6550 Yountville Street, Yountville, CA 94599",Yountville / CA Vets Home WWTP,"7501 Solano Avenue, Yountville, CA 94599",38.393512,-122.355478,Wastewater Treatment Facility,4952,Napa,2,"NPDMUNIOTH, REC",Active,NPDES Permit,R2-2020-0026,2 283019001,CA0038121,10/14/2020,12/01/2020,,2025-11-30,0.55,Minor,B,2.0,,,,0.0,18.0,
American Canyon City PWD,"4381 Broadway Street Suite 201, American Canyon, CA 94503",American Canyon Water Reclamation Facility (WRF) (formerly WWTP),"151 Mezzetta Court, American Canyon, CA 94503",38.18883,-122.2782,Wastewater Treatment Facility,4952,Napa,2,NPDMUNILRG,Active,NPDES Permit,R2-2022-0019,2 283021001,CA0038768,06/08/2022,08/01/2022,,2027-07-31,2.5,Major,A,1.0,,,,1.0,1.0,
San Francisco Public Utilities Commission,"525 Golden Gate Avenue Flr 11, San Francisco, CA 94102",SF - OCEANSIDE Water Pollution Control Plant,"3500 Great Highway, San Francisco, CA 94132",37.7278,-122.5047,Wastewater Treatment Facility,4952,San Francisco,2,NPDMUNILRG,Active,NPDES Permit,R2-2019-0028,2 386009001,CA0037681,09/11/2019,11/01/2019,,2024-10-31,43.0,Major,A,2.0,,,,4.0,27.0,
San Francisco Public Utilities Commission,"525 Golden Gate Avenue Flr 11, San Francisco, CA 94102","SF-SE Water Pollution Control Plant, N-Point & Bayside","750 Phelps Avenue, San Francisco, CA 94124",37.740805,-122.390454,Wastewater Treatment Facility,4952,San Francisco,2,NPDMUNILRG,Active,Co-Permitee,R2-2024-0013,2 386010001,CA0038873,03/08/2019,07/01/2019,,2029-09-30,,Major,,,,,,4.0,32.0,
US Navy Treasure Island,"Naval Station Treasure Island, San Francisco, CA 94130",Treasure Island WWTP/DOD,"1220 Avenue M, San Francisco, CA 94130",37.83055,-122.3704,Wastewater Treatment Facility,4952,San Francisco,2,"DODNPDESWW, NPDMUNILRG",Active,Co-Permitee,R2-2024-0013,2 386013001,CA0038873,03/08/2019,07/01/2019,,2029-09-30,,Major,,,,,,1.0,5.0,
Burlingame City PWD,"501 Primrose Road, Burlingame, CA 94010",Burlingame WWTP,"1103 Airport Road, Burlingame, CA 94010",37.591735,-122.359966,Wastewater Treatment Facility,4952,San Mateo,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0010,2 417005001,CA0037788,07/12/2023,01/01/2024,,2028-12-31,5.5,Major,A,2.0,,,,2.0,13.0,
Millbrae City,"400 East Millbrae Avenue, Millbrae, CA 94030",Millbrae WPCP,"400 East Millbrae Avenue, Millbrae, CA 94010",37.60371,-122.37894,Wastewater Treatment Facility,4952,San Mateo,2,NPDMUNILRG,Active,NPDES Permit,R2-2024-0005,2 417019001,CA0037532,03/13/2024,05/01/2024,,2029-04-30,3.0,Major,A,2.0,,,,1.0,6.0,
North San Mateo County Sanitation District,"333 90th Street, Daly City, CA 94015",North San Mateo County Sanitation District WWTP,"153 Lake Merced Boulevard, Daly City, CA 94015",37.70279,-122.48501,Wastewater Treatment Facility,4952,San Mateo,2,NPDMUNILRG,Active,NPDES Permit,R2-2022-0036,2 417021002,CA0037737,12/14/2022,02/01/2023,,2028-01-31,8.0,Major,A,2.0,,,,1.0,4.0,
City of Pacifica,"170 Santa Maria Avenue, Pacifica, CA 94044-2506",Calera Creek Water Recycling Plant,"700 Coast Highway, Pacifica, CA 94044",37.614722,-122.487778,Wastewater Treatment Facility,4952,San Mateo,2,NPDMUNILRG,Active,NPDES Permit,R2-2022-0029,2 417022002,CA0038776,10/12/2022,12/01/2022,,2027-11-30,4.0,Major,A,1.0,,,,0.0,11.0,
San Francisco International Airport,"676 Mcdonnell Road, San Francsco, CA 94128",SF Airport Mel Leong TP-Sanitary Waste,"Bldg. 924 Clearwater Drive, San Francisco, CA 94080",37.63731,-122.38466,Wastewater Treatment Facility,4952,San Mateo,2,NPDMUNILRG,Active,NPDES Permit,R2-2025-0002,2 417032001,CA0038318,02/12/2025,04/01/2025,,2030-03-31,2.4,Major,A,3.0,,,,1.0,3.0,
San Francisco International Airport,"676 Mcdonnell Road, San Francsco, CA 94128",SF Arprt Mel Leong TP-Industrl,"Bldg. 924 Clearwater Drive, San Francisco, CA 94080",37.63727,-122.38473,Wastewater Treatment Facility,3721(+),San Mateo,2,"NPDINDLRG, NPDMUNILRG",Active,NPDES Permit,R2-2025-0002,2 417032001,CA0038318,02/12/2025,04/01/2025,,2030-03-31,2.4,Major,A,3.0,,,,0.0,0.0,
San Mateo City,"330 West 20th Avenue, San Mateo, CA 94403",San Mateo WWTP,"2050 Detroit Drive, San Mateo, CA 94404",37.56945,-122.29668,Wastewater Treatment Facility,4952,San Mateo,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0017,2 417035001,CA0037541,10/11/2023,12/01/2023,,2028-11-30,15.7,Major,A,1.0,,,,2.0,17.0,
Silicon Valley Clean Water,"1400 Radio Road, Redwood City, CA 94065-1220",SVCW WWTP,"1400 Radio Road, Redwood City, CA 94065",37.542547,-122.229247,Wastewater Treatment Facility,4952,San Mateo,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0003,2 417037001,CA0038369,03/08/2023,05/01/2023,,2028-04-30,29.0,Major,A,1.0,,,,0.0,2.0,
South San Francisco City,"400 Grand Avenue, South San Francisco, CA 94080",South San Francisco-San Bruno WQCP,"195 Belle Air Road, South San Francisco, CA 94080",37.64149,-122.399957,Wastewater Treatment Facility,4952,San Mateo,2,NPDMUNILRG,Active,NPDES Permit,R2-2019-0021,2 417038001,CA0038130,07/10/2019,09/01/2019,,2024-08-31,,Major,A,1.0,,,,0.0,3.0,
SEWER AUTHORITY MID-COASTSIDE,"1000 North Cabrillo Highway, Half Moon Bay, CA 94019-1466",SAM WWTP (Sewer Authority Mid-Coastside WWTP),"1000 North Cabrillo Highway, Half Moon Bay, CA 94019",37.47293,-122.44398,Wastewater Treatment Facility,4952,San Mateo,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0002,2 417068001,CA0038598,03/08/2023,05/01/2023,,2028-04-30,4.0,Major,A,1.0,,,,1.0,18.0,
West Bay Sanitary District,"500 Laurel Street, Menlo Park, CA 94025",Sharon Heights Recycled Water Facility,"2900 Sand Hill Road, Menlo Park, CA 94025",37.420958,-122.222433,Wastewater Treatment Facility,,San Mateo,2,WDRMUNILRG,Active,Enrollee - WRR,2016-0068-DDW,2 41GWRR864895,,,07/24/2021,,2026-08-05,0.5,,C,3.0,,,,0.0,0.0,
Palo Alto City,"250 Hamilton Avenue, Palo Alto, CA 94301",Palo Alto Regional WQCP,"2501 Embarcadero Way, Palo Alto, CA 94303",37.451426,-122.10817,Wastewater Treatment Facility,4952,Santa Clara,2,NPDMUNILRG,Active,NPDES Permit,R2-2025-0003,2 438011001,CA0037834,02/12/2025,04/01/2025,,2030-03-31,39.0,Major,A,1.0,,,,0.0,1.0,
San Jose City,"777 North First Street, San Jose, CA 95112",San Jose/Santa Clara WPCP,"700 Los Esteros Road, San Jose, CA 95134",37.431979,-121.953651,Wastewater Treatment Facility,4952,Santa Clara,2,NPDMUNILRG,Active,NPDES Permit,R2-2025-0027,2 438014001,CA0037842,12/10/2025,02/01/2026,,2031-01-31,167.0,Major,A,1.0,,,,0.0,0.0,
Sunnyvale City,"Po Box 3707, Sunnyvale, CA 94088-3707",Sunnyvale WPCP,"1444 Borregas Avenue, Sunnyvale, CA 94089",37.4189,-122.01606,Wastewater Treatment Facility,4952,Santa Clara,2,"NPDMUNILRG, REC",Active,NPDES Permit,R2-2020-0002,2 438018001,CA0037621,02/12/2020,04/01/2020,,2025-03-31,29.5,Major,A,1.0,146000.0,,,1.0,24.0,
Benicia City,"370 East L Street, Benicia, CA 94510",Benicia WWTP,"614 East 5th Street, Benicia, CA 94510",38.045819,-122.150579,Wastewater Treatment Facility,4952,Solano,2,NPDMUNILRG,Active,NPDES Permit,R2-2025-0001,2 482001001,CA0038091,02/12/2025,04/01/2025,,2030-03-31,4.5,Major,A,2.0,,,,1.0,6.0,
Fairfield Suisun Sewer District,"1010 Chadbourne Road, Fairfield, CA 94534-9700",Fairfield-Suisun Sewer District Subregional WWTP,"1010 Chadbourne Road, Fairfield, CA 94534",38.222082,-122.077374,Wastewater Treatment Facility,4952,Solano,2,"NPDMUNILRG, REC",Active,NPDES Permit,R2-2025-0028,2 482005001,CA0038024,12/10/2025,02/01/2026,,2031-01-31,23.7,Major,A,1.0,,,,0.0,0.0,
Vallejo Flood & Wastewater District (formerly Vallejo San & Flood Control District),"450 Ryder Street, Vallejo, CA 94590",Vallejo Flood & Wastewater District (VFWD) WWTP,"450 Ryder Street, Vallejo, CA 94590",38.091264,-122.251126,Wastewater Treatment Facility,4952,Solano,2,NPDMUNILRG,Active,NPDES Permit,R2-2023-0001,2 482012001,CA0037699,02/08/2023,04/01/2023,,2028-03-31,15.5,Major,A,1.0,,,,1.0,4.0,
Petaluma City PWD,"202 North Mcdowell Boulevard, Petaluma, CA 94954",Petaluma Ellis Creek Water Recycling Facility (NPDES Permit),"3890 Cypress Drive, Petaluma, CA 94954",38.233544,-122.621527,Wastewater Treatment Facility,4952,Sonoma,2,NPDMUNILRG,Active,NPDES Permit,R2-2021-0008,2 494006001,CA0037810,05/12/2021,07/01/2021,,2026-06-30,6.7,Major,A,1.0,,,,0.0,0.0,
Sonoma County Water Agency (SCWA),"404 Aviation Boulevard, Santa Rosa, CA 95403",Sonoma Valley County SD WWTP,"22675 8 th Street, Sonoma, CA 95476",38.25172,-122.44395,Wastewater Treatment Facility,4952,Sonoma,2,NPDMUNILRG,Active,NPDES Permit,R2-2024-0027,2 494009001,CA0037800,12/11/2024,02/01/2025,,2030-01-31,3.0,Major,A,3.0,,,,0.0,16.0,
Hollister City,"375 Fifth St Street, Hollister, CA 95023",Hollister Domestic WWTP,"2690 San Juan Road, Hollister, CA 95023",36.85277,-121.44442,Wastewater Treatment Facility,4952,San Benito,3,"REC, SLIC, WDRMUNILRG",Active,Enrollee - WDR,2016-0068-DDW,3 251223000,,,12/01/2023,,2026-08-05,,,,,,,,1.0,16.0,
Carmel Area Wastewater District,"Po Box 221428, Carmel, CA 93922",Carmel Area WWTP,"26900 State Route One, Carmel-By-The-Sea, CA 93923",36.53939,-121.91913,Wastewater Treatment Facility,4952,Monterey,SB,"NPDMUNILRG, SLIC",Active,Co-Permitee,2020-0015-DWQ,3 270101001,,,07/09/2020,,,,Major,,,,,,1.0,16.0,
"County of Monterey Department of Public Works, Facilities and Parks","1441 Schilling Place, Salinas, CA 93901",Chualar WWTP,"Chualar Dump Road, Chualar, CA 93925",36.55212,-121.54215,Wastewater Treatment Facility,4952,Monterey,3,WDRMUNILRG,Active,Enrollee - WDR,R3-2020-0020,3 270103001,,,09/20/2022,,2030-09-24,0.08,,B,2.0,,,,2.0,39.0,
City of Gonzales,"147 Fourth Street, Gonzales, CA 93926",Gonzales WWTP,"400 Short Road, Gonzales, CA 93926",36.48957,-121.47298,Wastewater Treatment Facility,4952,Monterey,3,"SLIC, WDRMUNILRG",Active,Enrollee - WDR,R3-2020-0020,3 270104001,,,04/11/2023,,2030-09-24,1.2,,B,2.0,,,,3.0,26.0,
Greenfield City,"599 El Camino Real, Greenfield, CA 93927","Greenfield WWTP, City of","41901 Walnut Avenue, Greenfield, CA 93927",36.33984,-121.22671,Wastewater Treatment Facility,4952,Monterey,3,"SLIC, WDRMUNILRG",Active,Enrollee - WDR,R3-2020-0020,3 270105001,,,04/21/2022,,2030-09-24,1.5,,B,2.0,,,,5.0,41.0,
King City,"212 South Vanderhurst, King City, CA 93930",King City Domestic WWTF,"Cemetary Rd & Salinas River, Salinas, CA 93930",36.218,-121.15328,Wastewater Treatment Facility,4952,Monterey,3,"SLIC, WDRMUNILRG",Active,Enrollee - WDR,R3-2020-0020,3 270106001,,,04/12/2024,,2030-09-24,1.2,,B,2.0,,,,2.0,67.0,
Monterey One Water,"5 Harris Court D, Monterey, CA 93940",Monterey Regional Reclamation (Producer),"14201 Del Monte Boulevard, Marina, CA 93933",36.713826,-121.767734,Wastewater Treatment Facility,,Monterey,3,WDRMUNILRG,Active,WDR,94-082,3 270108025,,09/09/1994,09/09/1994,,1999-03-10,29.6,Major,C,2.0,,,,0.0,0.0,
Soledad City,"Po Box 156, Soledad, CA 93960",Soledad Water Reclamation Facility,"34520 Morisoli Road, Soledad , CA 93960",36.41905,-121.33814,Wastewater Treatment Facility,4952,Monterey,SB,"SLIC, WDRMUNILRG",Active,Co-Permitee,2020-0015-DWQ,3 270113001,,,07/09/2020,,,,,,,,,,0.0,59.0,
Little Bear Water Company Inc,"51201 Pine Canyon Road 125, King City, CA 93930",Little Bear WWTP,"51201 Pine Canyon Road 125, King City, CA 93930",36.18588,-121.14364,Wastewater Treatment Facility,4952,Monterey,3,WDRMUNILRG,Active,Enrollee - WDR,2014-0153-DWQ,3 270116001,,,09/28/2023,,2029-09-23,0.09,,B,2.0,,,,2.0,12.0,
Monterey One Water,"5 Harris Court D, Monterey, CA 93940",Monterey One Water Regional WWTP,"14811 Del Monte Boulevard, Marina, CA 93933",36.705579,-121.770115,Wastewater Treatment Facility,4952,Monterey,3,"NPDMUNILRG, SLIC",Active,NPDES Permit,R3-2024-0045,3 270118002,CA0048551,12/13/2024,02/28/2025,,2030-03-01,29.6,Major,A,2.0,,,,2.0,13.0,
San Ardo Water District,"Po Box 238, San Ardo, CA 93450",San Ardo WWTP,"Cattlemen Rd, San Ardo, CA 93450",36.01722,-120.91543,Wastewater Treatment Facility,4952,Monterey,3,WDRMUNILRG,Active,Enrollee - WDR,2014-0153-DWQ,3 270120001,,,04/28/2023,,2029-09-23,0.09,,B,3.0,,,,3.0,4.0,
Canada Woods Reclamation Facility,"Po Box 450, Carmel-By-The-Sea, CA 93921",Canada Woods Reclamation Facility,"6 Este Madera, Carmel-By-The-Sea, CA 93923",36.53662,-121.84475,Wastewater Treatment Facility,4952,Monterey,3,WDRMUNILRG,Active,WDR,97-032,3 270129001,,07/11/1997,07/11/1997,,2007-07-11,0.1,,B,2.0,,,,0.0,154.0,
Monterey Cnty Parks Dept,"1441 Schilling Place, Salinas, CA 93915-5249",Lake San Antonio Southshore WWTP,"2610 Lake San Antonio Road, Bradley, CA 93426",35.81684,-120.95917,Wastewater Treatment Facility,4952,Monterey,3,WDRMUNILRG,Active,WDR,2014-0153-DWQ,3 270302002,,08/12/2022,08/12/2022,,2032-08-12,0.14,,B,2.0,,,,0.0,0.0,
US Army Garrison Fort Hunter Liggett,"Po Box 7090 Afrc-Fmh-Env, Fort Hunter Liggett, CA 93928-7090",Fort Hunter Liggett WWTP,"IMHL-ZA, Fort Hunter Liggett, CA 93928",35.99163,-121.23178,Wastewater Treatment Facility,,Monterey,3,"WDRMUNILRG, WDRMUNIOWTS",Active,Enrollee - WDR,2014-0153-DWQ,3 270422966,,,03/21/2022,,2029-09-23,,,C,3.0,,,,0.0,8.0,
Ca Dept of Parks & Rec Big Sur,"47555 Hwy 1, Big Sur, CA 93920",Pfeiffer Big Sur State Park WWTP,"47177 Ca 1 Highway, Big Sur, CA 93920",36.25751,-121.78784,Wastewater Treatment Facility,7033,Monterey,3,WDRMUNILRG,Active,Enrollee - WDR,2014-0153-DWQ,3 270802001,,,10/02/2025,,2040-10-01,0.08,,B,3.0,,,,1.0,15.0,
California Army National Guard - Camp Roberts,"Highway 101 914, Camp Roberts, CA 93451-5000",Camp Roberts Main (West) Garrison WWTP,"A St., San Miguel, CA 93451",35.79805,-120.73734,Wastewater Treatment Facility,9711,Monterey,3,WDRMUNILRG,Active,WDR,R3-2014-0046,3 270803001,,11/14/2014,11/14/2014,,2024-11-13,0.04,,B,3.0,,,,1.0,23.0,
California Utilities Service,"Po Box 5100, Salinas, CA 93915",California Utilities,"16625 Reservation Road, Salinas, CA 93908",36.62745,-121.68772,Wastewater Treatment Facility,4952,Monterey,3,WDRMUNILRG,Active,Enrollee - WDR,R3-2020-0020,3 271001001,,,01/13/2022,,2030-09-24,,,B,2.0,,,,0.0,39.0,
California American Water Company Monterey,"511 Forest Lodge Road 100, Pacific Grove, CA 93950",Oak Hills Development WWTP,"9152 Cathedral Oak Road, Castroville, CA 93907",36.77967,-121.71819,Wastewater Treatment Facility,4952,Monterey,3,WDRMUNILRG,Active,Enrollee - WDR,R3-2020-0020,3 271007001,,,05/02/2023,,2030-09-24,0.125,,B,2.0,,,,1.0,60.0,
California American Water Company Monterey,"511 Forest Lodge Road 100, Pacific Grove, CA 93950",Carmel Valley Ranch WWTP (Producer),"1 Old Ranch Road, Carmel, CA 93923",36.52041,-121.79925,Wastewater Treatment Facility,4952,Monterey,3,WDRMUNILRG,Active,WDR,01-083,3 271018001,,09/14/2001,09/14/2001,,2011-09-14,0.1,,B,2.0,,,,2.0,47.0,
California American Water Company Monterey,"511 Forest Lodge Road 100, Pacific Grove, CA 93950",Las Palmas Ranch Reclamation Facility,"21702 River Road, Salinas, CA 93908",36.6126,-121.65588,Wastewater Treatment Facility,4952,Monterey,3,WDRMUNILRG,Active,WDR,R3-2006-0041,3 271026001,,12/01/2006,12/01/2006,,2021-12-01,0.2,,B,2.0,,,,2.0,48.0,
California American Water Company Monterey,"511 Forest Lodge Road 100, Pacific Grove, CA 93950",Spreckels WWTP,"121 Spreckels Blvd, Spreckels, CA 93908",36.61478,-121.65175,Wastewater Treatment Facility,4952,Monterey,3,WDRMUNILRG,Active,Enrollee - WDR,R3-2020-0020,3 272015001,,,09/16/2022,,2030-09-24,0.11,,B,2.0,,,,0.0,11.0,
San Juan Bautista City,"Po Box 1420, San Juan Bautista, CA 95054-1086",San Juan Bautista WWTP,"1120 Third Street, San Juan Bautista, CA 95045",36.84967,-121.54413,Wastewater Treatment Facility,4952,San Benito,3,NPDMUNILRG,Active,NPDES Permit,R3-2009-0019,3 350102001,CA0047902,05/08/2009,05/09/2009,,2014-05-08,0.27,"Major, Minor",B,2.0,,,,3.0,195.0,
Sunnyslope County Water District,"3570 Airline Highway, Hollister, CA 95023-9702",Ridgemark Estates WWTP,"10 Georges Drive, Hollister, CA 95023",36.8114,-121.37708,Wastewater Treatment Facility,4952,San Benito,3,WDRMUNILRG,Active,Enrollee - WDR,R3-2020-0020,3 351000001,,,05/27/2022,,2030-09-24,0.35,,B,2.0,,,,0.0,50.0,
Rancho Larios Homeowners Association,"409  Tennant Sta Road  # 240, Morgan Hill, CA 95037",Rancho Larios WWTP,"Avenida Del Piero, San Juan Bautista, CA 95045",36.843921,-121.575067,Wastewater Treatment Facility,,San Benito,3,WDRMUNILRG,Active,Enrollee - WDR,2014-0153-DWQ,3 359803001,,,05/27/2022,,2029-09-23,0.05,,B,3.0,,,,1.0,12.0,
