Unit Process,Facility/Project Name,CWNS Number,Treatment Type,Present,Projected,Change Type,Back Up,Planned Year,Additional Notes,Last Updated Date,Permit Number,Permit Type,Authority Name,County Name,Watershed Name,Watershed HUC,Congressional District,State,Region,Map
"Activated Sludge, Anaerobic/Anoxic/Oxic",PRBRSA-Two Bridges SA CS/STP,34001087001,Secondary,N,Y,New,N,,,01/18/2005,NJ0029386,Individual Permit,Two Bridges Sewerage Authority,Morris,Hackensack-Passaic,02030103,11th Congressional District,NJ,2,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Berkeley Heights Township - CS/Septics/STP,34001138001,Secondary,Y,Y,No Change,N,,,10/07/2008,NJ0027961,Individual Permit,Berkeley Heights Township WPCF,Union,Hackensack-Passaic,02030103,7th Congressional District,NJ,2,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",LEWISTON-AUBURN W W T P,23000011001,Secondary,Y,Y,No Change,N,,only with the anaerobic zone,01/12/2009,ME0101478,Individual Permit,LEWISTON-AUBURN WATER POLLUTIO,Androscoggin,Lower Androscoggin,01040002,2nd Congressional District,ME,1,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Dorado WWTP,72000001003,Secondary,Y,Y,No Change,N,,,06/17/2008,PR0020460,Individual Permit,PRASA,Dorado,Eastern Puerto Rico,21010005,98th Congressional District,PR,2,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Fajardo Regional WWTP,72000006002,Secondary,Y,Y,"Increase Level Of Treatment, Rehabilitation, Expansion, Process Improvement",N,,,09/15/2008,PR0026484,Individual Permit,PRASA,Fajardo,Eastern Puerto Rico,21010005,98th Congressional District,PR,2,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",BACK RIVER WWTP,24000001001,Secondary,Y,Y,No Change,N,,,03/19/2009,MD0021555,Individual Permit,City of Baltimore DPW,Baltimore,Gunpowder-Patapsco,02060003,2nd Congressional District,MD,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Rockland County (Co) SD#1,36003095001,Secondary,Y,Y,No Change,N,,,03/21/2008,NY0031895,Individual Permit,Rockland County Sewer District No.1,Rockland,Lower Hudson,02030101,17th Congressional District,NY,2,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",HARRISONBURG-ROCKINGHAM,51000158001,Secondary,Y,Y,"Increase Capacity, Rehabilitation, Process Improvement",N,,,01/12/2009,VA0060640,Individual Permit,HARRISONBURG-ROCKINGHAM,Rockingham,South Fork Shenandoah,02070005,6th Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",SOUTH CENTRAL REGIONAL WWTP,51000166001,Secondary,N,Y,New,N,,,11/03/2008,VA0025437,Individual Permit,SOUTH CENTRAL WASTEWATER AUTHORITY,Petersburg,Appomattox,02080207,3rd Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",MOORES CREEK STP,51000184003,Secondary,N,Y,New,N,,,03/09/2009,VA0025518,Individual Permit,RIVANNA WATER AND SEWER AUTHORITY,Charlottesville,Rivanna,02080204,5th Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",MOONEY,51000199012,Secondary,Y,Y,No Change,N,,,11/16/2008,VA0025101,Individual Permit,PRINCE WILLIAM COUNTY,Prince William,Middle Potomac-Anacostia-Occoquan,02070010,11th Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",WAYNESBORO STP,51000279001,Secondary,Y,Y,Increase Capacity,N,2010,,04/30/2008,VA0025151,Individual Permit,"WAYNESBORO, CITY OF",Waynesboro,South Fork Shenandoah,02070005,6th Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",WILLIAMSBURG W P C F,51000308003,Secondary,N,Y,New,N,,,01/16/2009,VA0081302,Individual Permit,HAMPTON ROADS SAN DIST,James City,Lower James,02080206,1st Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",CHESAPEAKE-ELIZABETH WPCF,51000308005,Secondary,Y,Y,No Change,N,,,01/16/2009,VA0081264,Individual Permit,HAMPTON ROADS SAN. DIST.,Virginia Beach,Lynnhaven-Poquoson,02080108,2nd Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",ARMY BASE W P C F,51000308006,Secondary,N,Y,New,N,2012,,12/17/2008,VA0081230,Individual Permit,HAMPTON ROADS SAN DIST,Norfolk,Lower Chesapeake Bay,02080101,2nd Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",VIRGINIA INITIATIVE PLANT,51000308007,Secondary,Y,Y,Rehabilitation,N,,,01/16/2009,VA0081281,Individual Permit,HAMPTON ROAD SAN DIST,Norfolk,Hampton Roads,02080208,2nd Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",NANSEMOND W P C F,51000308011,Secondary,Y,Y,No Change,N,,,11/16/2008,VA0081299,Individual Permit,HAMPTON ROADS SAN. DIST,Suffolk,Lower James,02080206,4th Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",ALEXANDRIA STP,51000318001,Secondary,Y,Y,"Increase Level Of Treatment, Process Improvement, Instrumentation/Electrical/Laboratory",N,,,10/08/2008,VA0025160,Individual Permit,ALEXANDRIA SANITATION,Alexandria,Middle Potomac-Anacostia-Occoquan,02070010,8th Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",ARLINGTON CO WPCP,51000319001,Secondary,Y,Y,Increase Level Of Treatment,N,,,03/07/2009,VA0025143,Individual Permit,ARLINGTON COUNTY,Arlington,Middle Potomac-Anacostia-Occoquan,02070010,8th Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",CUMBERLAND WWTP,24000031001,Secondary,Y,Y,No Change,N,,,10/03/2008,MD0021598,Individual Permit,"CUMBERLAND, MAYOR OF",Allegany,North Branch Potomac,02070002,6th Congressional District,MD,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",KBM REGIONAL AUTH STP,42001109001,Secondary,N,Y,New,N,,,06/13/2001,PA0064025,Individual Permit,KBM,Schuylkill,Upper Susquehanna-Lackawanna,02050107,17th Congressional District,PA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",YORK CITY SEW AUTH,42003167001,Secondary,Y,Y,No Change,N,,,01/13/2009,PA0026263,Individual Permit,YORK CITY SEWER AUTHORITY,York,Lower Susquehanna,02050306,4th Congressional District,PA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",MILLBROOK WWTP,01000421001,Secondary,Y,Y,No Change,N,,,03/02/2009,AL0049921,Individual Permit,CITY OF MILLBROOK,Elmore,Upper Alabama,03150201,2nd Congressional District,AL,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",BROWARD CNTY N. DIST REG,12000001001,Secondary,Y,Y,Process Improvement,N,,,08/22/2008,FL0031771,Individual Permit,BROWARD CO - NO REG PLT WWTP,Broward,Everglades,03090202,21st Congressional District,FL,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Conserve II,12000037015,Secondary,Y,Y,No Change,N,,,06/30/2008,,,Orlando,Orange,Upper St. Johns,03080101,5th Congressional District,FL,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",FT. MYERS CENTRAL AWTP,12000125001,Secondary,Y,Y,No Change,N,,,05/16/2008,FL0021261,Individual Permit,Fort Myers,Lee,Caloosahatchee,03090205,19th Congressional District,FL,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",FT. MYERS SOUTH AWTP,12000125002,Secondary,Y,Y,No Change,N,,,05/16/2008,FL0021270,Individual Permit,Fort Myers,Lee,Caloosahatchee,03090205,19th Congressional District,FL,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",WATER RECLAMATION PROJECT,51000334001,Secondary,Y,Y,"Increase Capacity, Process Improvement, Instrumentation/Electrical/Laboratory",N,2014,,03/19/2009,VA0024988,Individual Permit,UPPER OCCOQUAN SEW AUTH,Prince William,Middle Potomac-Anacostia-Occoquan,02070010,10th Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",BROAD RUN REG. RECL. FAC.,51001400062,Secondary,Y,Y,No Change,N,,,02/05/2009,VA0091383,Individual Permit,LOUDOUN CO. SA,Loudoun,Middle Potomac-Catoctin,02070008,10th Congressional District,VA,3,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",DECATUR DRY CREEK WWTP,01000045001,Secondary,N,Y,New,N,2012,,03/10/2009,AL0048593,Individual Permit,DECATUR UTILITIES,Morgan,Wheeler Lake,06030002,5th Congressional District,AL,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",HOOVER RIVERCHASE WWTP,01000083001,Secondary,Y,Y,No Change,N,,,01/23/2009,AL0041653,Individual Permit,City of Hoover,Jefferson,Cahaba,03150202,6th Congressional District,AL,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",SPENCER WWTP,19000807001,Secondary,Y,Y,No Change,N,,,03/17/2009,IA0021059,Individual Permit,SPENCER CITY,Clay,Little Sioux,10230003,4th Congressional District,IA,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",PRATT WWTP,20000169001,Secondary,Y,Y,No Change,N,,,06/30/2001,KS0049751,Individual Permit,"PRATT, CITY OF",Pratt,South Fork Ninnescah,11030015,4th Congressional District,KS,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",South Mesquite Creek WWTP,48004354004,Secondary,Y,Y,No Change,N,,,03/06/2009,TX0047431,Individual Permit,NORTH TEXAS MWD,Dallas,East Fork Trinity,12030106,32nd Congressional District,TX,6,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",WESTSIDE STP #2,48005015001,Secondary,Y,Y,No Change,N,,,02/26/2009,TX0047996,Individual Permit,TYLER,Smith,Upper Neches,12020001,1st Congressional District,TX,6,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",SOUTHSIDE STP   #2,48005015002,Secondary,Y,Y,No Change,N,,,03/03/2009,TX0047988,Individual Permit,TYLER,Smith,Upper Angelina,12020004,1st Congressional District,TX,6,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",WICHITA WWTP #3,20000193002,Secondary,Y,Y,"Increase Level Of Treatment, Process Improvement, Instrumentation/Electrical/Laboratory",N,,,01/25/2009,KS0095681,Individual Permit,City of Wichita,Sedgwick,Middle Arkansas-Slate,11030013,4th Congressional District,KS,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",LAWRENCE - WAKARUSA WWTP,20000429002,Secondary,N,Y,New,N,,,01/26/2009,KS0099031,Individual Permit,"Lawrence, City of",Douglas,Lower Kansas,10270104,2nd Congressional District,KS,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",PT CO BLUE TWSP S D SEWERS,20000460001,Secondary,Y,Y,No Change,N,,,07/03/2001,,,POTTAWATOMIE COUNTY COMMISSION,Pottawatomie,Middle Kansas,10270102,1st Congressional District,KS,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Edgerton Big Bull WWTP (new),20000708002,Secondary,N,Y,New,N,,,10/12/2012,KS0100374,Standard,"City of Edgerton, Kansas",Johnson,Lower Marais Des Cygnes,10290102,3rd Congressional District,KS,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",FORT SCOTT WWTP,20000711001,Secondary,Y,Y,No Change,N,,,04/13/2009,KS0095923,Individual Permit,"FORT-SCOTT      ,CITYOF",Bourbon,Marmaton,10290104,2nd Congressional District,KS,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",GARDNER WWTP  #3 SOUTHEAST SEWERS,20000719002,Secondary,Y,Y,No Change,N,,,07/05/2001,,,"GARDNER, CITY OF",Johnson,Lower Marais Des Cygnes,10290102,3rd Congressional District,KS,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",OSAWATOMIE WWTP,20000730001,Secondary,Y,Y,No Change,N,,,06/30/2001,KS0021865,Individual Permit,"OSAWATOMIE      ,CITYOF",Miami,Upper Marais Des Cygnes,10290101,2nd Congressional District,KS,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",MACON WWTP,29004005001,Secondary,N,Y,New,N,,,01/11/2005,MO0023221,Individual Permit,"MACON, CITY OF",Macon,South Fork Salt,07110006,8th Congressional District,MO,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",LA GRANGE WWTP,29004045001,Secondary,Y,Y,No Change,N,,,01/08/2009,MO0041203,Individual Permit,"LA GRANGE, CITY OF",Lewis,Bear-Wyaconda,07110001,4th Congressional District,MO,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",MARIONVILLE WWTP,29004150001,Secondary,Y,Y,No Change,N,,,10/04/2012,MO0023159,Individual Permit,"MARIONVILLE, CITY OF",Lawrence,Spring,11070207,8th Congressional District,MO,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",GARDEN CITY WWTP,20001614001,Secondary,Y,Y,No Change,N,,,06/24/2001,KS0038962,Individual Permit,"GARDEN CITY     ,CITYOF",Finney,Middle Arkansas-Lake McKinney,11030001,1st Congressional District,KS,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",ST JOSEPH WWTP,29001022001,Secondary,Y,Y,No Change,N,,,03/17/2009,MO0023043,Individual Permit,"ST JOSEPH, CITY OF",Buchanan,Independence-Sugar,10240011,4th Congressional District,MO,7,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",MISSOULA WWTP,30000047001,Secondary,Y,Y,No Change,N,,,01/15/2009,MT0022594,Individual Permit,CITY OF MISSOULA,Missoula,Middle Clark Fork,17010204,0th Congressional District,MT,8,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",JAMESTOWN WWTP,38000004001,Secondary,Y,Y,No Change,N,,Slow rate anaerobic system to handle potato industry effluent,04/18/2012,ND0023370,Individual Permit,"JAMESTOWN, CITY OF",Stutsman,Upper James,10160003,0th Congressional District,ND,8,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",CHEYENNE CROWCREEK WWTP,56000005001,Secondary,Y,Y,No Change,N,,Plus Fixed Film - Floating plastic media,02/10/2012,,,Cheyenne Board of Public Utilities,Laramie,Crow,10190009,0th Congressional District,WY,8,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",CHEYENNE DRY CREEK WWTP,56000008002,Secondary,Y,Y,No Change,N,,,02/09/2012,,,Cheyenne Board of Public Utilities,Laramie,Crow,10190009,0th Congressional District,WY,8,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",MCMINNVILLE WWTP,41000066001,Secondary,Y,Y,Expansion,N,2011,,01/20/2009,OR0034002,Individual Permit,"MCMINNVILLE     ,CITYOF",Yamhill,Yamhill,17090008,1st Congressional District,OR,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Bremerton West Plant STP,53000115002,Secondary,Y,Y,No Change,N,,,12/01/2008,WA0029289,Individual Permit,City of Bremerton,Kitsap,Puget Sound,17110019,6th Congressional District,WA,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",EDMONDS STP,53000365001,Secondary,Y,Y,No Change,N,,,11/04/2008,WA0024058,Individual Permit,EDMONDS PUBLIC WORKS DEPT,Snohomish,Puget Sound,17110019,7th Congressional District,WA,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",King County South Treatment Plant,53000776001,Secondary,Y,Y,No Change,N,,,11/05/2008,WA0029581,Individual Permit,MUN OF METRO SEATTLE,King,Duwamish,17110013,9th Congressional District,WA,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Brightwater Treatment Plant,53000776007,Secondary,N,Y,New,N,,,08/26/2004,,,King County Department of Natural Resources,Snohomish,Lake Washington,17110012,1st Congressional District,WA,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",LOTT Budd Inlet Treatment Plant,53000920001,Secondary,Y,Y,No Change,N,,,09/18/2008,WA0037061,Individual Permit,LOTT Clean Water Alliance,Thurston,Puget Sound,17110019,10th Congressional District,WA,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",CHAMBERS CREEK,53000982002,Secondary,Y,Y,No Change,N,,,01/14/2009,WA0039624,Individual Permit,PIERCE COUNTY,Pierce,Puget Sound,17110019,10th Congressional District,WA,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Spokane Riverside Park POTW,53001220001,Secondary,Y,Y,No Change,N,,,11/13/2008,WA0024473,Individual Permit,Spokane City of,Spokane,Upper Spokane,17010305,5th Congressional District,WA,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",SODA SPRINGS WW TREAT FAC,16000017001,Secondary,Y,Y,No Change,N,,,02/18/2009,ID0020818,Individual Permit,"SODA SPRINGS, CITY OF",Caribou,Bear Lake,16010201,2nd Congressional District,ID,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",JEROME STP,16000134001,Secondary,Y,Y,No Change,N,,,03/19/2009,ID0020168,Individual Permit,"JEROME, CITY OF",Jerome,Upper Snake-Rock,17040212,2nd Congressional District,ID,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",AMERICAN FALLS S/T FACIL,16000175001,Secondary,Y,Y,No Change,N,,,06/13/2012,ID0020753,Individual Permit,"AMERICAN FALLS, CITY OF",Power,American Falls,17040206,2nd Congressional District,ID,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",COLUMBIA BLVD. STP,41000017001,Secondary,Y,Y,Process Improvement,N,2011,,07/25/2008,OR0026905,Individual Permit,"PORTLAND, CITY OF",Multnomah,Lower Columbia-Sandy,17080001,3rd Congressional District,OR,10,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Phoenix 91st Ave WWTP,04001318001,Secondary,Y,Y,Increase Capacity,N,,,04/22/2009,AZ0020559,Individual Permit,"Phoenix, City of",Maricopa,Lower Salt,15060106,7th Congressional District,AZ,9,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Patagonia WWTF,04002302001,Secondary,Y,Y,Replacement,N,,,04/10/2001,AZ0025011,Individual Permit,"Patagonia, Town of",Santa Cruz,Upper Santa Cruz,15050301,3rd Congressional District,AZ,9,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",HOOVER INVERNESS WWTP,01000083002,Secondary,Y,Y,No Change,N,,,01/23/2009,AL0025852,Individual Permit,"HOOVER, CITY OF",Shelby,Cahaba,03150202,6th Congressional District,AL,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Adamsville Lagoon,47000010001,Secondary,Y,Y,No Change,N,,,11/19/2004,TN0064785,Individual Permit,"ADAMSVILLE, CITY OF",McNairy,Lower Tennessee-Beech,06040001,7th Congressional District,TN,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic","JACKSON POTW, SAVANNA STREET",28000615001,Secondary,Y,Y,No Change,N,,,03/16/2009,MS0024295,Individual Permit,JACKSON CITY OF,Hinds,Middle Pearl-Strong,03180002,2nd Congressional District,MS,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",R M CLAYTON WPCP,13000012004,Secondary,Y,Y,No Change,N,,,03/20/2009,GA0039012,Individual Permit,Atlanta Department of Watershed Management,Fulton,Middle Chattahoochee-Lake Harding,03130002,5th Congressional District,GA,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",GWINNETT YELLOW/SWEET WPCP,13000040006,Secondary,Y,Y,"No Change, Increase Capacity, Expansion",N,,,03/17/2009,GA0047911,Individual Permit,GWINNETT COUNTY WATER POL,Gwinnett,Upper Ocmulgee,03070103,7th Congressional District,GA,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",ATHENS MIDDLE OCONEE WPCP,13000195007,Secondary,Y,Y,"Increase Capacity, Increase Level Of Treatment",N,,,03/16/2009,GA0021733,Individual Permit,"ATHENS, CITY OF",Clarke,Upper Oconee,03070101,10th Congressional District,GA,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",ATHENS NORTH OCONEE WPCP,13000195008,Secondary,Y,Y,No Change,N,,,03/04/2009,GA0021725,Individual Permit,"ATHENS, CITY OF",Clarke,Upper Oconee,03070101,10th Congressional District,GA,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",GARY SANITARY DISTRICT,18000105001,Secondary,Y,Y,No Change,N,,,10/30/2008,IN0022977,Individual Permit,GARY SANITARY DISTRICT,Lake,Little Calumet-Galien,04040001,1st Congressional District,IN,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",HAMMOND WWTP,18000106001,Secondary,Y,Y,No Change,N,,,10/30/2008,IN0023060,Individual Permit,HAMMOND WASTEWATER PLANT,Lake,Chicago,07120003,1st Congressional District,IN,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",ROCKY MOUNT WWTP,37003301001,Secondary,Y,Y,No Change,N,,,12/16/2008,NC0030317,Individual Permit,"ROCKY MOUNT, CITY OF",Edgecombe,Upper Tar,03020101,1st Congressional District,NC,4,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",NEW ALBANY WWTP,18001052001,Secondary,Y,Y,No Change,N,,,12/08/2008,IN0023884,Individual Permit,NEW ALBANY MUNICIPAL WWTP,Floyd,Silver-Little Kentucky,05140101,9th Congressional District,IN,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",ELKHART WWTP,18002060001,Secondary,Y,Y,No Change,N,,,11/12/2008,IN0025674,Individual Permit,"ELKHART, CITY OF",Elkhart,St. Joseph,04050001,2nd Congressional District,IN,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",GRAND RAPIDS WWTP,26000313001,Secondary,Y,Y,No Change,N,,,12/12/2008,MI0026069,Individual Permit,"GRAND RAPIDS, CITY OF",Kent,Lower Grand,04050006,3rd Congressional District,MI,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",PONTIAC STP,26000569001,Secondary,Y,Y,No Change,N,,,02/24/2009,MI0023825,Individual Permit,PONTIAC DEPT OF PUB WKS,Oakland,Clinton,04090003,14th Congressional District,MI,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",SPRINGFIELD METRO SD SUGAR CREEK,17000402006,Secondary,Y,N,Abandonment,N,,,03/05/2008,IL0021971,Individual Permit,SPRINGFIELD SANITARY DIST,Sangamon,South Fork Sangamon,07130007,18th Congressional District,IL,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",ANN ARBOR WWTP,26000700001,Secondary,N,Y,New,N,,,01/29/2009,MI0022217,Individual Permit,ANN ARBOR DEPT OF PUB WKS,Washtenaw,Huron,04090005,12th Congressional District,MI,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",METROPOLITAN TP,27000001001,Secondary,Y,Y,No Change,N,,,01/08/2009,MN0029815,Individual Permit,Metropolitan Council Environmental Services,Ramsey,Twin Cities,07010206,4th Congressional District,MN,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",BLUE LAKE TREATMENT PLANT,27000001002,Secondary,Y,Y,No Change,N,,,01/09/2009,MN0029882,Individual Permit,Metropolitan Council Environmental Services,Scott,Lower Minnesota,07020012,2nd Congressional District,MN,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",SENECA TREATMENT PLANT,27000001003,Secondary,Y,Y,No Change,N,,,01/12/2009,MN0030007,Individual Permit,Metropolitan Council Environmental Services (MCES),Dakota,Twin Cities,07010206,2nd Congressional District,MN,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",ROCHESTER WWTP,27000043001,Secondary,Y,Y,No Change,N,,,01/15/2009,MN0024619,Individual Permit,"ROCHESTER, CITY OF",Olmsted,Zumbro,07040004,1st Congressional District,MN,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",GRAND RAPIDS STP,27000183001,Secondary,Y,Y,No Change,N,,,01/26/2009,MN0022080,Individual Permit,"GRAND RAPIDS, CITY OF",Itasca,Mississippi Headwaters,07010101,8th Congressional District,MN,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Columbus Jackson Pike WWTP & Sewers,39001792001,Secondary,Y,Y,No Change,N,,,02/23/2009,OH0024732,Individual Permit,Columbus Division of Sewerage and Drainage,Franklin,Upper Scioto,05060001,3rd Congressional District,OH,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Columbus Southerly WWTP & Sewers,39001792002,Secondary,Y,Y,No Change,N,,,02/23/2009,OH0024741,Individual Permit,Columbus Division of Sewerage and Drainage,Franklin,Upper Scioto,05060001,3rd Congressional District,OH,5,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Post Oak Creek WWTP,48004083001,Secondary,Y,Y,No Change,N,,,03/06/2009,TX0024325,Individual Permit,SHERMAN,Grayson,Bois D'arc-Island,11140101,4th Congressional District,TX,6,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Waco Regional WWTP,48000001003,Secondary,Y,Y,No Change,N,,,02/26/2009,TX0026506,Individual Permit,"CITIES OF WACO,WOODWAY,BELLMEA",McLennan,Middle Brazos-Lake Whitney,12060202,17th Congressional District,TX,6,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Ten Mile Creek WWTP,48000004002,Secondary,Y,Y,No Change,N,,,03/05/2009,TX0022811,Individual Permit,TRINITY RA,Dallas,Upper Trinity,12030105,30th Congressional District,TX,6,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Haskell St WWTP,48001009001,Secondary,Y,Y,No Change,N,,,03/03/2009,TX0026751,Individual Permit,EL PASO,El Paso,Rio Grande-Fort Quitman,13040100,16th Congressional District,TX,6,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",Northwest WWTP,48001009007,Secondary,Y,Y,No Change,N,,,03/04/2009,TX0087149,Individual Permit,EL PASO,El Paso,Rio Grande-Fort Quitman,13040100,16th Congressional District,TX,6,MAP
"Activated Sludge, Anaerobic/Anoxic/Oxic",McAllen WWTP #2,48001119001,Secondary,Y,Y,No Change,N,,,03/03/2009,TX0047449,Individual Permit,MCALLEN,Hidalgo,South Laguna Madre,12110208,15th Congressional District,TX,6,MAP
"Activated Sludge, Complete Mix",PRAIRIE MEADOWS SUBD.,29001237024,Secondary,Y,Y,No Change,N,,,07/20/2012,MO0083542,Individual Permit,BOONE COUNTY RSD,Boone,Lower Missouri-Moreau,10300102,8th Congressional District,MO,7,MAP
