facility_name,txt_file,extraction_file,completion_token,prompt_token,total_token,reasoning_token,cost_usd
"Two Harbors STP, Catalina Island",4840_R4-2013-0137_WDR_PKG.txt,4840_R4-2013-0137_WDR_PKG_268842.json,4111,8665,12776,3008,
Big Basin Woods Subdivision WWTP,0153 NOA and MRP for Big Basin WWTP_final.txt,0153 NOA and MRP for Big Basin WWTP_final_209483.json,3477,8483,11960,3008,
Boulder Creek Golf & Cntry Club WWTP,09-30-2022_WDR_Boulder Creek Golf and Country Club 0153 NOA MRP final.txt,09-30-2022_WDR_Boulder Creek Golf and Country Club 0153 NOA MRP final_210116.json,4010,8956,12966,3328,
Boulder Creek Golf & Cntry Club WWTP,Boulder Creek Golf and Country Club 0153 NOA Revised 2024 (2).txt,Boulder Creek Golf and Country Club 0153 NOA Revised 2024 (2)_210116.json,3575,8957,12532,3072,
Santa Lucia WW Recycling Facility (Prod/User),SWRCB WQO 2014-0153-DWQ.txt,SWRCB WQO 2014-0153-DWQ_255653.json,3239,8371,11610,2816,
Santa Paula WRF,9259_R4-2018-0022 amended.txt,9259_R4-2018-0022 amended_650554.json,5768,8469,14237,4288,
Santa Paula WRF,9259_R4-2018-0022-A01.txt,9259_R4-2018-0022-A01_650554.json,5640,8529,14169,4096,
Golden Hills Mobile Home Park,Golden hills mobile park NOA.txt,Golden hills mobile park NOA_227501.json,4341,8514,12855,3904,
"Sonoma Co Service Area 41, Zone 2, Sea Ranch Onsite Wastewater Management Zone",17_0014_SeaRanch_OWTS_WDR.txt,17_0014_SeaRanch_OWTS_WDR_255836.json,2119,8187,10306,1792,
Oroville Wastewater Treatment Plant Construction Dewatering Project,orovillewwtp_noa.txt,orovillewwtp_noa_901334.json,2659,8576,11235,2304,
Palo Cedro WWTF,Palo Cedro_WDR_R5-2017-0080_Signed.txt,Palo Cedro_WDR_R5-2017-0080_Signed_247464.json,3238,8174,11412,2880,
Foothill Elementary School WWTF,2014-0153-dwq-r5337 NOA for Foothill Middle School WWTF.txt,2014-0153-dwq-r5337 NOA for Foothill Middle School WWTF_224827.json,3193,8144,11337,2752,
Sierra High School WWTF,Sierra High School_WWTF_final noa.txt,Sierra High School_WWTF_final noa_273188.json,2954,8532,11486,2304,
Silver Oak Cellars - Highway 128 Alexander Valley (Domestic Waste),Silver Oak Cellars.txt,Silver Oak Cellars_816488.json,5654,8450,14104,4736,
Big Rock Ranch Recycled Water,Big Rock Ranch NOA Package.txt,Big Rock Ranch NOA Package_822928.json,4089,8381,12470,3264,
Solvang WWTP,Revised_Solvang_R3-2020-0020 NOA_MRP_Oct19_2023_final.txt,Revised_Solvang_R3-2020-0020 NOA_MRP_Oct19_2023_final_257687.json,5714,8735,14449,4864,
SCWA Geyserville CSD,19_0013_Geyserville Sanitation Zone WWTF_WDR.txt,19_0013_Geyserville Sanitation Zone WWTF_WDR_256049.json,3061,8328,11389,2560,
SCWA Airport WRF (Airport-Larkfield-Wikiup),19_0007_Airport-Larkfield-Wikiup_SanitationZone_WDR.txt,19_0007_Airport-Larkfield-Wikiup_SanitationZone_WDR_256045.json,4578,8273,12851,3456,
Sonoma West Holdings Wastewater Treatment Facility Plant No. 2 - Domestic,250106_MTH_SonomaWest_SDS_NOA & MRP- Final.txt,250106_MTH_SonomaWest_SDS_NOA & MRP- Final_897866.json,2590,8219,10809,1984,
Spalding Tract Sewer System,R6T-2006-0020 Spalding WDR.txt,R6T-2006-0020 Spalding WDR_638757.json,4065,8197,12262,3584,
Foothill Horizons School,97_10_DWQ_R5051.txt,97_10_DWQ_R5051_647162.json,1404,8101,9505,1216,
Stoco WWTF,r5-2007-0153.txt,r5-2007-0153_258743.json,4100,8527,12627,3456,
National Chavez Center WWTF,Cesar Chavez National Monument WWTF NOA 3-13-2020.txt,Cesar Chavez National Monument WWTF NOA 3-13-2020_273155.json,2772,8497,11269,2432,
Stratford WWTF,Stratford WWTF NOA Revised Enrollee No.txt,Stratford WWTF NOA Revised Enrollee No_273135.json,3712,8396,12108,3392,
Strathmore  WWTF,Strathmore PUB r5-2016-0061.txt,Strathmore PUB r5-2016-0061_273192.json,4494,8357,12851,3648,
Camp Sugar Pine,NOA Camp Sugar Pine 2014-0153-DWQ-R5340.txt,NOA Camp Sugar Pine 2014-0153-DWQ-R5340_212973.json,2719,8293,11012,2368,
Ridgemark Estates WWTP,5-27-22_R3-2020-0020_NOA_Ridgemark_Estates_final.txt,5-27-22_R3-2020-0020_NOA_Ridgemark_Estates_final_252700.json,4459,8680,13139,3648,
SYSCO Food Services of Sacramento,R5-2009-0062.txt,R5-2009-0062_739902.json,2814,8200,11014,2496,
Tejon Industrial Complex East WWTF,R5-2011-0066.txt,R5-2011-0066_740731.json,3917,8111,12028,3008,
Tejon Mountain Village,WDRs r5-2019-0085.txt,WDRs r5-2019-0085_739154.json,5016,8712,13728,3904,
Tejon Industrial Complex West WWTF,r5-2008-0004.txt,r5-2008-0004_273156.json,4519,8499,13018,3648,
Meadowbrook WWTF (Templeton CSD),3-23-26_NOA_MRP_TempletonCSD.txt,3-23-26_NOA_MRP_TempletonCSD_240168.json,4137,8805,12942,3200,
Tennant CSD ST/LF,16_0019_Tennant_WDR.txt,16_0019_Tennant_WDR_263172.json,1637,8216,9853,1408,
Tesoro Viejo WWTP,R5_2016_0057.txt,R5_2016_0057_817457.json,5563,8439,14002,4416,
The Villas at Butte Creek WWTP,The Villas_NOA-Memo-MRP.txt,The Villas_NOA-Memo-MRP_270563.json,3093,8415,11508,2688,
Tranquillity WWTF,NOA _Tranquillity PUD_WWTF_2014-0153-DWQ-R5361.txt,NOA _Tranquillity PUD_WWTF_2014-0153-DWQ-R5361_273195.json,3605,8346,11951,3264,
Tres Pinos WWTP,Tres Pinos 0153 NOA_final.txt,Tres Pinos 0153 NOA_final_266350.json,3661,8172,11833,3392,
Trinity County Waterworks District #1 Hayfork WWTP,12_0105_WDR_Hayfork.txt,12_0105_WDR_Hayfork_229873.json,4209,8441,12650,3392,
City of Tulare WWTF,r5-2013-0019.txt,r5-2013-0019_872487.json,4178,8122,12300,3328,
Delft Colony WWTF,Delft Colony WWTF NOA 2014-0153-DWQ-R5427.txt,Delft Colony WWTF NOA 2014-0153-DWQ-R5427_219515.json,3650,8290,11940,3136,
Tuolumne City WWTP,R5-2019-0058.txt,R5-2019-0058_266720.json,4686,8337,13023,4224,
Sonora Regional WWTF,R5-2024-0016_Sonora Regional WWTF_WDR.txt,R5-2024-0016_Sonora Regional WWTF_WDR_257763.json,6425,9843,16268,5056,
Trimmer Recreation Area - Pine Flat Lake,Trimmer_NOA_2014-0153-dwq-r5252.txt,Trimmer_NOA_2014-0153-dwq-r5252_707474.json,4024,8313,12337,3584,
Island Park Recreation Area - Pine Flat Lake,NOAPineFlatLakeIslandPark.txt,NOAPineFlatLakeIslandPark_707492.json,3169,8151,11320,2624,
Hensley Lake,Hensley Lake_2014_0153-dwq_r5358.txt,Hensley Lake_2014_0153-dwq_r5358_230092.json,2566,8403,10969,2368,
US Coast Guard TRACEN - Tomales,12_0033_WDR_USCG.txt,12_0033_WDR_USCG_269543.json,4059,8553,12612,2880,
US Coast Guard TRACEN - Tomales,12_0033_WDR_USCG_MRPRevision.txt,12_0033_WDR_USCG_MRPRevision_269543.json,3168,8247,11415,2560,
Calexico Border Patrol Station,7A130139001_NOA.txt,7A130139001_NOA_859673.json,4542,8360,12902,3840,
USMC - Mainside WWTF,R7-2016-0032.txt,R7-2016-0032_269589.json,5559,8904,14463,4544,
Admin Center & Oak Shores Day Use Area,OakShoresDayUseArea_NOA.txt,OakShoresDayUseArea_NOA_204492.json,5233,8660,13893,4288,
Tuttletown Recreation Area,TuttletownNOAJune21.txt,TuttletownNOAJune21_266792.json,4289,9336,13625,3584,
New Melones Lake Glory Hole Recreation Area,GloryHoleNOADec12.txt,GloryHoleNOADec12_227381.json,4062,8956,13018,3584,
DVNP Cow Creek RO Plant,R6-2026-0010 Cow Creek Reverse Osmosis Plant.txt,R6-2026-0010 Cow Creek Reverse Osmosis Plant_902865.json,1530,8161,9691,1408,
Ash Mountain WWTF,NOA 2014-0153-DWQ-R5410 Ash Mountain WWTF.txt,NOA 2014-0153-DWQ-R5410 Ash Mountain WWTF_206529.json,4926,8469,13395,4288,
Grant Grove WWTF,2014_0153_dwq_r5341.txt,2014_0153_dwq_r5341_227781.json,4287,9340,13627,3392,
Clover Creek WWTF,2014-0153-dwq_r5342.txt,2014-0153-dwq_r5342_214873.json,6310,8354,14664,4992,
South Entrance Wastewater Facility,2014-0153-DWQ-R5208.txt,2014-0153-DWQ-R5208_826481.json,3103,8868,11971,2688,
"Lower Grove OWTS, Mariposa Grove of Giant Sequoias",2014-0153-DWQ-R5188.txt,2014-0153-DWQ-R5188_816491.json,4155,9036,13191,3328,
White Wolf WWTF,NOA_White Wolf WWTF.txt,NOA_White Wolf WWTF_274505.json,4671,9278,13949,3712,
Glacier Point WWTF,2014-0153-dwq_r5349.txt,2014-0153-dwq_r5349_227217.json,2162,8393,10555,2048,
University of California Animal Health and Food Safety (CAHFS) Laboratory,CAHFS_WWTF_NOA.txt,CAHFS_WWTF_NOA_835506.json,3538,8429,11967,3072,
Meadowlark WRF,Order No.R9-2007-0018.txt,Order No.R9-2007-0018_240177.json,3155,8061,11216,2432,
Woods Valley Ranch Water Reclamation Facility,Order No. R9-2015-0104- final.txt,Order No. R9-2015-0104- final_272975.json,4224,8294,12518,3200,
Antelope Acres Commercial Center,AntelopeAcresNOA.txt,AntelopeAcresNOA_838760.json,3269,8355,11624,2880,
Todd Road Jail WWTP,Todd Road Jail WWTP_Revised WDR_CI-7418_2024-10-08.txt,Todd Road Jail WWTP_Revised WDR_CI-7418_2024-10-08_267596.json,5096,9045,14141,4160,
Moorpark WRF - WDR,6374_R4-2023-0089_WDR_PKG.pdf.txt,6374_R4-2023-0089_WDR_PKG.pdf_848096.json,3548,8739,12287,2752,
New Piru WTF,5714_R4-2023-0292.txt,5714_R4-2023-0292_734616.json,2095,8391,10486,1984,
Jose Flores WWTP,1761_2013-0092_WDR_PKG.txt,1761_2013-0092_WDR_PKG_260486.json,3227,8501,11728,2880,
VVWRA Sub-Regional Plant-Apple Valley,r6v-2013-0004_wdr_av_subreg.txt,r6v-2013-0004_wdr_av_subreg_761913.json,1846,8232,10078,1600,
VVWRA- Sub-Regional Plant-Hesperia,r6v-2013-0005wdr_hesperia_subreg.txt,r6v-2013-0005wdr_hesperia_subreg_761903.json,1596,8250,9846,1408,
SCLA Central WWTP-Victorville Water Dist,R6V-2014-0002Adopted_Wdr_CityofVictorville.txt,R6V-2014-0002Adopted_Wdr_CityofVictorville_747480.json,3063,8813,11876,2880,
Weaverville SD WWTP,18_0004_Weaverville_WDR_.txt,18_0004_Weaverville_WDR__271915.json,2728,8300,11028,2176,
Weott WWTP,19_0003_Weott_CSD_WWTP_WDR.txt,19_0003_Weott_CSD_WWTP_WDR_272009.json,1048,8172,9220,960,
Westwood STP,R5-2019-0061.txt,R5-2019-0061_272344.json,3659,8826,12485,3136,
Willow Creek CSD WWTF,20240208_WillowCreek_WDR (002)_signed.txt,20240208_WillowCreek_WDR (002)_signed_812326.json,2710,8353,11063,2496,
Dixon Migrant Center WWTF,wqo-2014-0153-r5433_noa.txt,wqo-2014-0153-r5433_noa_220385.json,1002,8169,9171,896,
Yreka City WWTP,21_0016_Yreka_WDR.txt,21_0016_Yreka_WDR_274538.json,1444,8025,9469,1344,
Merced WWTF,r5-2026-0005_npdes.txt,r5-2026-0005_npdes_214652.json,6509,8601,15110,4352,
Oxnard WWTP,Adopted OWRRF NPDES CI-2022 06172024 signed.txt,Adopted OWRRF NPDES CI-2022 06172024 signed_246946.json,7119,10196,17315,4800,
EchoWater Resource Recovery Facility,r5-2022-0064_npdes_ao.txt,r5-2022-0064_npdes_ao_254981.json,1978,8284,10262,1664,
Douglas Flat/Vallecito WWTP,r5-2013-0009.txt,r5-2013-0009_220618.json,5732,8554,14286,4736,
Fresno Cnty #34-Millerton New Town WWTF,r5-2008-0127[1].txt,r5-2008-0127[1]_201076.json,7283,8831,16114,5888,
Oakdale WWTF,r5-2012-0063.txt,r5-2012-0063_245602.json,6163,9127,15290,4992,
